Variable	varimp	gene
ZNF687	0.0321607062435692	SFTPC
RFX5	0.0647321094520335	SFTPC
RORC	0.0900061864100875	SFTPC
GATAD2B	0.0775578887117519	SFTPC
CREB3L4	0.0843323689035429	SFTPC
ZBTB7B	0.0489422169440588	SFTPC
ASH1L	0.0334355390630663	SFTPC
GLMP	0.132244041797994	SFTPC
MEF2D	0.0289496874624655	SFTPC
ETV3L	0.0431205890733178	SFTPC
ETV3	0.0623225032736939	SFTPC
NHLH1	0.0494796615108041	SFTPC
USF1	0.0295800802469911	SFTPC
NR1I3	0.0525241698953391	SFTPC
ATF6	0.0404146119247969	SFTPC
PBX1	0.0273881230419803	SFTPC
LMX1A	0.0368494839267515	SFTPC
RXRG	0.0381919877150891	SFTPC
POGK	0.0549284158039194	SFTPC
POU2F1	0.0442967031138944	SFTPC
TBX19	0.0946293635155413	SFTPC
PRRX1	0.0371813659813729	SFTPC
ZBTB37	0.0831176517914967	SFTPC
LHX4	0.0690412444390456	SFTPC
ZNF648	0.0442521275551768	SFTPC
ZBTB41	0.0499177382214638	SFTPC
LHX9	0.0363553764100933	SFTPC
NR5A2	0.0388042062731109	SFTPC
ZNF281	0.0453501107278915	SFTPC
ASCL5	0.0241933370270895	SFTPC
ELF3	0.0499155228184848	SFTPC
KDM5B	0.0477744975268766	SFTPC
MYOG	0.0349577321720877	SFTPC
ZBED6	0.0466745873403111	SFTPC
SOX13	0.0390599952992256	SFTPC
ELK4	0.0572810723516466	SFTPC
IRF6	0.149053554675745	SFTPC
ATF3	0.0491257647435146	SFTPC
BATF3	0.0869822327423102	SFTPC
PROX1	0.0143814887184577	SFTPC
ESRRG	0.139690144439189	SFTPC
HLX	0.0629973265438692	SFTPC
MIXL1	0.0398199931753992	SFTPC
ZNF678	0.0758283943322611	SFTPC
ZBTB18	0.0543686035461057	SFTPC
SMYD3	0.0411152534055835	SFTPC
AHCTF1	0.0598984457156056	SFTPC
ZNF695	0.0592648138201106	SFTPC
ZNF670	0.0508977628151253	SFTPC
ZNF669	0.0766575550158252	SFTPC
ZNF124	0.0559549915376851	SFTPC
ZNF496	0.0482636623100096	SFTPC
ZNF672	0.0313139280800041	SFTPC
ZNF692	0.0340707633905214	SFTPC
MYT1L	0.0726725377918907	SFTPC
SOX11	0.0385828994521881	SFTPC
GRHL1	0.0673358823537192	SFTPC
KLF11	0.0772550229936813	SFTPC
E2F6	0.0638885874687902	SFTPC
MYCN	0.0662226141042558	SFTPC
OSR1	0.0667842247303172	SFTPC
NCOA1	0.064843302417585	SFTPC
CENPA	0.0540462360294145	SFTPC
PREB	0.0822869253152231	SFTPC
TCF23	0.0371150407878215	SFTPC
ZNF513	0.0584069750974109	SFTPC
ZNF512	0.0601628206849245	SFTPC
FOSL2	0.0475129910042058	SFTPC
CEBPZ	0.0347864209477475	SFTPC
SIX3	0.0371217271291768	SFTPC
SIX2	0.0610158636237696	SFTPC
EPAS1	0.0876425616591194	SFTPC
FOXN2	0.0531166842217778	SFTPC
BCL11A	0.0320584508523594	SFTPC
REL	0.041526246603224	SFTPC
OTX1	0.060472425045752	SFTPC
MEIS1	0.0433144018049104	SFTPC
MXD1	0.105518284751138	SFTPC
FIGLA	0.0359721514076332	SFTPC
VAX2	0.0716153650335857	SFTPC
EMX1	0.040364173500767	SFTPC
NOTO	0.0467938908940826	SFTPC
EGR4	0.0262768657730609	SFTPC
TET3	0.0670623667820468	SFTPC
LBX2	0.0478547873406114	SFTPC
TLX2	0.0516486825472001	SFTPC
KCMF1	0.0385680304750409	SFTPC
TCF7L1	0.0319469749205758	SFTPC
ATOH8	0.0216015010067947	SFTPC
FOXI3	0.0541168424284787	SFTPC
ZNF514	0.070303867379413	SFTPC
ZNF2	0.0518127326749719	SFTPC
AC092835.2	0.0433496229164971	SFTPC
KCNIP3	0.0389910845226108	SFTPC
ARID5A	0.0414103909130866	SFTPC
NPAS2	0.034218566452399	SFTPC
RFX8	0.0676488297651327	SFTPC
POU3F3	0.0495250777630959	SFTPC
ZC3H8	0.0515569830233991	SFTPC
PAX8	0.0722258707372106	SFTPC
FOXD4L1	0.038204739390256	SFTPC
EN1	0.0429435812135741	SFTPC
GLI2	0.0133650644841095	SFTPC
TFCP2L1	0.659613222443993	SFTPC
ZEB2	0.0366154943895503	SFTPC
NR4A2	0.0340376957545457	SFTPC
BAZ2B	0.0527798532911745	SFTPC
TBR1	0.0474224194849323	SFTPC
CSRNP3	0.0544321040850484	SFTPC
SP5	0.0686909922055997	SFTPC
DLX1	0.0497709665662726	SFTPC
DLX2	0.046350059457877	SFTPC
SP3	0.0423714268593581	SFTPC
ATF2	0.0405064663485735	SFTPC
HOXD13	0.0418323144096563	SFTPC
HOXD10	0.0319419659407981	SFTPC
HOXD9	0.0289283506387889	SFTPC
HOXD8	0.0291797571750942	SFTPC
HOXD3	0.0380648227782911	SFTPC
HOXD4	0.0424954845405505	SFTPC
HOXD1	8.56038924451821	SFTPC
NFE2L2	0.0677408957990799	SFTPC
ZNF385B	100	SFTPC
NEUROD1	0.0397709654229528	SFTPC
ZNF804A	0.0485247727292921	SFTPC
STAT1	0.0403741872010132	SFTPC
STAT4	0.0540295518411939	SFTPC
SATB2	0.0439817626772741	SFTPC
CARF	0.038822481892343	SFTPC
KLF7	0.0566277643947677	SFTPC
CREB1	0.064154556974807	SFTPC
IKZF2	0.0657110625621257	SFTPC
ZNF142	0.0428511360257761	SFTPC
FEV	0.0405564210781254	SFTPC
ANKZF1	0.0564637637469354	SFTPC
PAX3	0.0501178361249025	SFTPC
SP110	0.0521093291536367	SFTPC
SP140	0.0331728001014809	SFTPC
SP140L	0.0459500785087439	SFTPC
SP100	0.0568198462074946	SFTPC
TIGD1	0.096037859257572	SFTPC
GBX2	0.0473600079414944	SFTPC
HES6	0.101069540322567	SFTPC
TWIST2	0.0607282977321921	SFTPC
MTERF4	0.0417424841141344	SFTPC
THAP4	0.0335663967289946	SFTPC
BHLHE40	0.0458330609428709	SFTPC
PPARG	0.0946832997001334	SFTPC
NR2C2	0.0791600244173335	SFTPC
RBSN	0.0394627109098846	SFTPC
SATB1	0.0379936814192234	SFTPC
ZNF385D	0.0737097326456583	SFTPC
NR1D2	0.0445117582408438	SFTPC
THRB	0.0487425179217166	SFTPC
RARB	0.0361876005968236	SFTPC
EOMES	0.0488187359119425	SFTPC
ZNF860	0.0506221041932826	SFTPC
UBP1	0.0438852677899493	SFTPC
CSRNP1	0.0515043214384457	SFTPC
ZNF619	0.0415290229998617	SFTPC
ZNF620	0.0421027860973518	SFTPC
ZNF621	0.137551030164736	SFTPC
ZBTB47	0.0532199725285017	SFTPC
ZNF662	0.0601617350505627	SFTPC
ZNF445	0.0482600135788353	SFTPC
ZNF852	0.0512429511650124	SFTPC
ZKSCAN7	0.0737701219907578	SFTPC
ZNF660	0.0560473786150986	SFTPC
ZNF197	0.0474825506234891	SFTPC
ZNF35	0.0633546423932987	SFTPC
ZNF502	0.0467140413539728	SFTPC
ZNF501	0.0431449566719153	SFTPC
LTF	0.047572872987674	SFTPC
ZNF589	0.0421474253887754	SFTPC
HESX1	0.0412709682425509	SFTPC
FEZF2	0.0504978254030062	SFTPC
TMF1	0.0573156691635795	SFTPC
MITF	0.0696347006717995	SFTPC
FOXP1	0.046298987701859	SFTPC
ZNF717	0.0573564294734954	SFTPC
POU1F1	0.0586931471758996	SFTPC
CGGBP1	0.0376858421289852	SFTPC
ZNF654	0.048609611165029	SFTPC
ZBTB11	0.0499689939999643	SFTPC
BBX	0.0435367863309509	SFTPC
ZBED2	0.041071215586139	SFTPC
USF3	0.0444252928482784	SFTPC
ZNF80	0.0517824190659117	SFTPC
ZBTB20	0.0649100815191102	SFTPC
NR1I2	0.0594312643483803	SFTPC
ZNF148	0.0390977290628876	SFTPC
KLF15	0.0235301079915359	SFTPC
ZXDC	0.0426425716655953	SFTPC
GATA2	0.00363654850526905	SFTPC
MBD4	0.0458414809748026	SFTPC
SOX14	0.0461741601698094	SFTPC
FOXL2	0.045028545925932	SFTPC
ZBTB38	0.0286019500934628	SFTPC
TFDP2	0.0526785029736202	SFTPC
PLSCR1	0.0207516069217948	SFTPC
ZIC4	0.0450799941004613	SFTPC
ZIC1	0.0619949359960345	SFTPC
SHOX2	0.0705450188425806	SFTPC
MECOM	0.173462340312134	SFTPC
MYNN	0.0743331896598595	SFTPC
SKIL	0.0666959109751512	SFTPC
ZNF639	0.0795357775091309	SFTPC
SOX2	0.0290150692701779	SFTPC
ETV5	0.516418364399647	SFTPC
BCL6	0.0486582308984942	SFTPC
TP63	0.0311287572237158	SFTPC
HES1	0.0456193181815727	SFTPC
ZNF595	0.0513129119864043	SFTPC
ZNF718	0.0537518911206704	SFTPC
ZNF732	0.0510303768877055	SFTPC
ZNF141	0.0468786274074927	SFTPC
ZNF721	0.0457687819271384	SFTPC
NKX1_1	0.0434811081344817	SFTPC
MXD4	0.100312303146707	SFTPC
MSANTD1	0.053844366187939	SFTPC
ZBTB49	0.0619662621954716	SFTPC
MSX1	0.0989965693652081	SFTPC
HMX1	0.0432966194433581	SFTPC
ZNF518B	0.052743070529506	SFTPC
NKX3_2	0.0425064772844269	SFTPC
FAM200B	0.0368504564295855	SFTPC
LCORL	0.0386246671313052	SFTPC
RBPJ	0.0677484982350684	SFTPC
KLF3	0.0465856462600212	SFTPC
NFXL1	0.0535528144602672	SFTPC
CLOCK	0.0566634546791183	SFTPC
REST	0.0416404811338964	SFTPC
THAP6	0.0511090450964946	SFTPC
PRDM8	0.0647213628046322	SFTPC
THAP9	0.0586021211271039	SFTPC
LIN54	0.0555254665001006	SFTPC
NKX6_1	0.032572621379505	SFTPC
TIGD2	0.031501158588188	SFTPC
NFKB1	0.0484896166032571	SFTPC
CXXC4	0.0505064758099138	SFTPC
TET2	0.0525315216514253	SFTPC
LEF1	0.0703558537031117	SFTPC
PITX2	0.0468639796845475	SFTPC
PRDM5	0.102453342261292	SFTPC
ELF2	0.043840900132173	SFTPC
SMAD1	0.0582062582007769	SFTPC
ZNF827	0.0455170630876523	SFTPC
POU4F2	0.0434366963197636	SFTPC
NR3C2	0.0892956177078807	SFTPC
TIGD4	0.0707539293242826	SFTPC
HAND2	0.0878659314297053	SFTPC
IRF2	0.0619060531273428	SFTPC
HELT	0.182409129345141	SFTPC
ZFP42	0.0413797138091935	SFTPC
AHRR	0.0569422639728617	SFTPC
IRX4	0.0378894836339315	SFTPC
IRX2	0.725792337078631	SFTPC
IRX1	0.165393113758069	SFTPC
ZNF131	0.0498062075333915	SFTPC
ISL1	0.0371813620502903	SFTPC
GPBP1	0.0927605404548339	SFTPC
ZNF366	0.051523683553431	SFTPC
FOXD1	0.0519965210079181	SFTPC
ZBED3	0.0573813310282201	SFTPC
OTP	0.0519025911212756	SFTPC
MEF2C	0.0468459214577351	SFTPC
NR2F1	0.0681278651096835	SFTPC
POU5F2	0.0933501451828055	SFTPC
FAM170A	0.035511308772754	SFTPC
ZNF474	0.0579288766288535	SFTPC
PRDM6	0.0596015310903802	SFTPC
ZNF608	0.0510396412225893	SFTPC
IRF1	0.0564809068726935	SFTPC
TCF7	0.0322291175771018	SFTPC
PITX1	0.0449204036444055	SFTPC
NEUROG1	0.0387899498675756	SFTPC
SMAD5	0.0422615313140169	SFTPC
EGR1	0.0606641152590108	SFTPC
CXXC5	0.0504626697045085	SFTPC
PURA	0.0348162520847147	SFTPC
NR3C1	0.0462286679417707	SFTPC
POU4F3	0.043223729421699	SFTPC
TIGD6	0.0471301374285138	SFTPC
CDX1	0.0519254576003471	SFTPC
ZNF300	0.0342842226323882	SFTPC
HAND1	0.0570973449141331	SFTPC
SOX30	0.0580665449371041	SFTPC
EBF1	0.0903690896024148	SFTPC
FOXI1	0.0534561934194981	SFTPC
TLX3	0.0492712500320553	SFTPC
NKX2_5	0.034157328509517	SFTPC
MSX2	0.0816598947462567	SFTPC
ZNF346	0.0456344918749619	SFTPC
MXD3	0.0167890994496912	SFTPC
ZNF354A	0.0321139379821436	SFTPC
ZNF354B	0.0773009171012474	SFTPC
ZFP2	0.0520239749444093	SFTPC
ZNF454	0.0795500980324544	SFTPC
ZNF879	0.0411921316798333	SFTPC
ZNF354C	0.0437431562320286	SFTPC
ZFP62	0.0456323476349772	SFTPC
IRF4	0.0314250853377059	SFTPC
FOXQ1	0.0628458069175161	SFTPC
FOXF2	0.0438744705097413	SFTPC
FOXC1	0.0747533189923868	SFTPC
RREB1	0.0447775311571561	SFTPC
TFAP2A	0.0587175599177091	SFTPC
GCM2	0.0485307153490042	SFTPC
HIVEP1	0.0504628150289256	SFTPC
E2F3	0.050205454413305	SFTPC
SOX4	0.0531902917489664	SFTPC
ZNF322	0.0411616448972365	SFTPC
ZNF391	0.0476534351669023	SFTPC
ZNF184	0.0360961894355096	SFTPC
ZNF165	0.0376045578270991	SFTPC
ZSCAN16	0.0413302085632367	SFTPC
ZKSCAN8	0.0495469970824169	SFTPC
ZSCAN9	0.0583986805797224	SFTPC
ZKSCAN4	0.0546919676725335	SFTPC
ZSCAN26	0.0453864196857745	SFTPC
ZSCAN31	0.0499746296745401	SFTPC
ZKSCAN3	0.044613011739834	SFTPC
ZSCAN12	0.025431717069978	SFTPC
ZSCAN23	0.032784498928402	SFTPC
ZBED9	0.0654296769723246	SFTPC
ZNF311	0.0710623218090814	SFTPC
ZFP57	0.0573285209814484	SFTPC
POU5F1	0.0596669135181696	SFTPC
ZBTB12	0.0447011678312648	SFTPC
ATF6B	0.0639993198693108	SFTPC
PBX2	0.0514161624637404	SFTPC
RXRB	0.0343957112685467	SFTPC
ZBTB22	0.250773449357521	SFTPC
PHF1	0.0715309434386081	SFTPC
HMGA1	0.0346661702394525	SFTPC
SPDEF	0.0645467286575574	SFTPC
ZNF76	0.0540055746522797	SFTPC
PPARD	0.044308469156938	SFTPC
TEAD3	0.0630565429926158	SFTPC
ETV7	0.0599379091353682	SFTPC
NFYA	0.0872768851670734	SFTPC
FOXP4	0.023943755217573	SFTPC
TFEB	0.041367462689991	SFTPC
TRERF1	0.063068649248273	SFTPC
SRF	0.0589649000495662	SFTPC
ZNF318	0.0495085154971703	SFTPC
CDC5L	0.0422960518347355	SFTPC
RUNX2	0.0314991320415388	SFTPC
TFAP2B	0.0798706050444279	SFTPC
GCM1	0.030554392072922	SFTPC
ZNF451	0.0392328543014854	SFTPC
HMGN3	0.0665943636946932	SFTPC
TBX18	0.0115062447026067	SFTPC
ZNF292	0.067608473071026	SFTPC
BACH2	0.0615196465858251	SFTPC
POU3F2	0.0497928826279499	SFTPC
PRDM13	0.0367221763266473	SFTPC
SIM1	0.043651234834219	SFTPC
LIN28B	0.0407330460171951	SFTPC
PRDM1	0.0376078502761733	SFTPC
SCML4	0.0516021158847928	SFTPC
NR2E1	0.0496135454644436	SFTPC
FOXO3	0.0759754605293588	SFTPC
ZBTB24	0.0786495370593189	SFTPC
ZUFSP	0.0311071678007728	SFTPC
RFX6	0.03857423763335	SFTPC
HSF2	0.039892014135879	SFTPC
HEY2	0.0515304332556999	SFTPC
L3MBTL3	0.0485043524419102	SFTPC
TCF21	0.0358927771076794	SFTPC
TBPL1	0.0563957580519659	SFTPC
MYB	0.0455133824040222	SFTPC
HIVEP2	0.0291224585305988	SFTPC
PLAGL1	0.0617630286583761	SFTPC
ZBTB2	0.0476271783671056	SFTPC
ESR1	0.0510833760671425	SFTPC
T	0.0191359461894495	SFTPC
TBP	0.0380780467261033	SFTPC
UNCX	0.0353418781477926	SFTPC
MAFK	0.123137089220898	SFTPC
FOXK1	0.0469371537816802	SFTPC
RBAK	0.0512013221095126	SFTPC
ZNF853	0.059015268959272	SFTPC
ZNF316	0.0506344807231395	SFTPC
ZNF12	0.0467908807445387	SFTPC
ETV1	0.0431752476246824	SFTPC
MEOX2	0.055980807107063	SFTPC
AHR	0.0803475162419349	SFTPC
TWIST1	0.0349427548958339	SFTPC
SP8	0.0429967402629362	SFTPC
SP4	0.0349924261497311	SFTPC
NFE2L3	0.0483237859583499	SFTPC
HOXA1	0.0596902272105125	SFTPC
HOXA2	0.0453575636432735	SFTPC
HOXA3	0.0407037325555494	SFTPC
HOXA4	0.0568983881477057	SFTPC
HOXA5	0.0460447954369709	SFTPC
HOXA6	0.0649083253691409	SFTPC
HOXA7	0.0592136488703382	SFTPC
HOXA9	0.0410190326638187	SFTPC
HOXA10	0.0148116027572939	SFTPC
HOXA11	0.041953507334087	SFTPC
HOXA13	0.0587566440962875	SFTPC
JAZF1	0.107715147934158	SFTPC
CREB5	0.0381393027369397	SFTPC
NEUROD6	0.0473377733928924	SFTPC
TBX20	0.0331758500669009	SFTPC
POU6F2	0.0411976368079545	SFTPC
GLI3	0.0454445545627143	SFTPC
AEBP1	0.0508114462045426	SFTPC
PURB	0.0619656689629186	SFTPC
IKZF1	0.0438825047074756	SFTPC
ZNF713	0.0364646818484034	SFTPC
ZNF716	0.0419456382227029	SFTPC
ZNF727	0.0720305086115116	SFTPC
ZNF736	0.0598871129140045	SFTPC
ZNF680	0.056342821076995	SFTPC
ZNF107	0.0382138628355425	SFTPC
ZNF138	0.0523827491354557	SFTPC
ZNF273	0	SFTPC
ZNF117	0.0500862846093215	SFTPC
ZNF92	0.0405790624499055	SFTPC
MLXIPL	0.0813193409061253	SFTPC
GTF2IRD1	0.0723528301248485	SFTPC
GTF2I	0.0425372966013439	SFTPC
GTF2IRD2	0.11513334312426	SFTPC
GTF2IRD2B	0.0883704941766884	SFTPC
DMTF1	0.0385349439031513	SFTPC
ZNF804B	0.0198918152576236	SFTPC
MTERF1	0.0506357934278511	SFTPC
DLX6	0.0560538265914855	SFTPC
DLX5	0.0715830135097404	SFTPC
BHLHA15	0.0123634163006682	SFTPC
ZNF789	0.0460984354287935	SFTPC
ZNF394	0.0804466748910429	SFTPC
ZKSCAN5	0.0685586262254583	SFTPC
ZNF655	0.0349540330385789	SFTPC
ZSCAN25	0.0710461033690181	SFTPC
ZKSCAN1	0.0453035951812191	SFTPC
ZSCAN21	0.044544412820131	SFTPC
ZNF3	0.0546368563813785	SFTPC
CUX1	0.0430462120113027	SFTPC
NFE4	0.0917313912600609	SFTPC
HBP1	0.0351181433847745	SFTPC
THAP5	0.044969881490469	SFTPC
ZNF277	0.0456705818590491	SFTPC
FOXP2	0.0376300355473035	SFTPC
TFEC	0.0787831451202114	SFTPC
FEZF1	0.0350275432212192	SFTPC
ZNF800	0.0620900236590278	SFTPC
IRF5	0.104178935884272	SFTPC
NRF1	0.0436364120336075	SFTPC
KLF14	0.0508387039784765	SFTPC
CHCHD3	0.0883352539748673	SFTPC
CREB3L2	0.0581918493836631	SFTPC
ZNF786	0.043043177663303	SFTPC
ZNF425	0.0584742140444014	SFTPC
ZNF398	0.0476895985611566	SFTPC
ZNF282	0.0428548992617157	SFTPC
ZNF212	0.0586534759866839	SFTPC
ZNF783	0.046825820507528	SFTPC
ZNF777	0.0420374784892151	SFTPC
ZNF746	0.0816622705842724	SFTPC
ZNF467	0.0425255631104652	SFTPC
REPIN1	0.0669197361413334	SFTPC
ZNF775	0.0402878616693809	SFTPC
GBX1	0.0571239353591208	SFTPC
EN2	0.0369662146364199	SFTPC
MNX1	0.0442367073324261	SFTPC
ZNF596	0.0550904242513993	SFTPC
SOX7	0.0388490707611479	SFTPC
GATA4	0.01836743887514	SFTPC
EGR3	0.0137331679324373	SFTPC
NKX3_1	0.0316702781469443	SFTPC
EBF2	0.0556374727202057	SFTPC
ZNF395	0.0660610055209828	SFTPC
HMBOX1	0.0843041462362208	SFTPC
PURG	0.0381068402932362	SFTPC
ZNF703	0.0552585159093046	SFTPC
BRF2	0.0442950062406973	SFTPC
ZMAT4	0.0540286340506072	SFTPC
NKX6_3	0.0484423220095669	SFTPC
THAP1	0.0509545996119425	SFTPC
CEBPD	0.0647200342927847	SFTPC
SNAI2	0.0486021614202844	SFTPC
ST18	0.0540522092864108	SFTPC
SOX17	0.0347086641339137	SFTPC
PLAG1	0.0578921872122271	SFTPC
BHLHE22	0.0533075225959436	SFTPC
MYBL1	0.0455584120910122	SFTPC
TCF24	0.0208988270462336	SFTPC
NCOA2	0.0355298954090553	SFTPC
MSC	0.0415467492271869	SFTPC
TERF1	0.0428496669363365	SFTPC
HNF4G	0.0606896004769201	SFTPC
ZFHX4	0.0675094516867383	SFTPC
HEY1	0.0478271040809213	SFTPC
ZBTB10	0.0609172726964391	SFTPC
ZNF704	0.0591048533036055	SFTPC
E2F5	0.0423715569893267	SFTPC
MTERF3	0.0433736900458645	SFTPC
OSR2	0.109616595163582	SFTPC
ZNF706	0.0362837747426226	SFTPC
GRHL2	0.120915713424773	SFTPC
KLF10	0.0450621187576864	SFTPC
ZFPM2	0.049703092877379	SFTPC
TRPS1	0.108882117160065	SFTPC
ZHX2	0.051154902257829	SFTPC
ZHX1	0.0438972795944643	SFTPC
ZNF572	0.0473853057232324	SFTPC
POU5F1B	0.0354719930205334	SFTPC
MYC	0.0920772112670269	SFTPC
ZFAT	0.043629676243197	SFTPC
JRK	0.0325845132317806	SFTPC
ZFP41	0.0418665082886678	SFTPC
GLI4	0.0448856161206607	SFTPC
ZNF696	0.0440564305425184	SFTPC
MAFA	0.0440013616208574	SFTPC
TIGD5	0.0537283198571511	SFTPC
ZNF623	0.0435925052813645	SFTPC
ZNF707	0.0531105476405197	SFTPC
SCX	0.0795399162444748	SFTPC
HSF1	0.112720284167977	SFTPC
SCRT1	0.0267750362255387	SFTPC
FOXH1	0.0457067362639386	SFTPC
ZNF251	0.0451735087917661	SFTPC
ZNF34	0.0455129221724402	SFTPC
ZNF517	0.0524159844572956	SFTPC
ZNF7	0.0804591806933981	SFTPC
ZNF250	0.0143436261012878	SFTPC
ZNF16	0.0506598022738861	SFTPC
FOXD4	0.0542412721957553	SFTPC
DMRT1	0.0265826640013469	SFTPC
DMRT3	0.0227105377770291	SFTPC
DMRT2	0.0676178112274778	SFTPC
RFX3	0.0494745336926691	SFTPC
GLIS3	0.0456146225753647	SFTPC
NFIB	0.0606134965203792	SFTPC
BNC2	0.0396622195118521	SFTPC
DMRTA1	0.0455613403993789	SFTPC
TOPORS	0.0485650248001673	SFTPC
NFX1	0.104228680994088	SFTPC
ARID3C	0.0506972758705195	SFTPC
CREB3	0.0439322576653942	SFTPC
PAX5	0.030109462993086	SFTPC
ZBTB5	0.0791978332522765	SFTPC
FOXD4L6	0.0436633837475925	SFTPC
FOXD4L5	0.0664523126801659	SFTPC
FOXD4L4	0.0437879342530295	SFTPC
ZNF658	0.0466187314129924	SFTPC
FOXD4L3	0.0384337745976204	SFTPC
KLF9	0.0233426036825011	SFTPC
RORB	0.0773805720460173	SFTPC
NFIL3	0.0492249556033106	SFTPC
ZNF484	0.0566744948427717	SFTPC
BARX1	0.0451973497843567	SFTPC
ZNF169	0.0429238229351568	SFTPC
ZNF367	0.0490984274130626	SFTPC
ZNF510	0.0428739108727346	SFTPC
ZNF782	0.0416375871617551	SFTPC
XPA	0.0538699920471215	SFTPC
FOXE1	0.0508307294122222	SFTPC
NR4A3	0.0536691236717037	SFTPC
MSANTD3	0.0462417898949126	SFTPC
ZNF189	0.0445789633906473	SFTPC
TAL2	0.0408923205346728	SFTPC
ZNF462	0.0392982296713401	SFTPC
KLF4	0.0458760605314428	SFTPC
ZNF483	0.039713666244434	SFTPC
ZNF883	0.0489836141024998	SFTPC
ZFP37	0.0512787843659144	SFTPC
ZNF618	0.0382636845703841	SFTPC
AKNA	0.0613213232068113	SFTPC
PHF19	0.073327700609758	SFTPC
LHX6	0.0493562723706438	SFTPC
ZBTB6	0.049732417987309	SFTPC
ZBTB26	0.0328125711115312	SFTPC
LHX2	0.0466507168240489	SFTPC
NR5A1	0.0448567258997424	SFTPC
NR6A1	0.00988723126324166	SFTPC
PBX3	0.0274882423760853	SFTPC
LMX1B	0.0357917540142605	SFTPC
ZBTB43	0.0852578849975879	SFTPC
ZBTB34	0.0508350219715679	SFTPC
ZNF79	0.0972772465337431	SFTPC
NAIF1	0.0389459610618104	SFTPC
PRRX2	0.0439224179551139	SFTPC
PRDM12	0.0492472024410484	SFTPC
TTF1	0.0448149329497661	SFTPC
BARHL1	0.0511661242743873	SFTPC
GFI1B	0.0587228248139938	SFTPC
REXO4	0.042021559009719	SFTPC
RXRA	0.0644562688617075	SFTPC
SOHLH1	0.0428023911711121	SFTPC
NACC2	0.0420740797679953	SFTPC
LHX3	0.0563884989723321	SFTPC
SNAPC4	0.0498856670696622	SFTPC
KLF6	0.0459995191835356	SFTPC
KIN	0.0290206343818583	SFTPC
GATA3	0.049137476984409	SFTPC
PTF1A	0.0462957320433479	SFTPC
MKX	0.0205719870903567	SFTPC
ZNF438	0.116427262130966	SFTPC
ZEB1	0.0643516767078349	SFTPC
CREM	0.0531951412556163	SFTPC
